"site_short","netNr","julian_day","nSpec"
"BW-G1-22","9",24,4
"BW-G1-22","9",25,4
"BW-G1-22","9",26,1
"BW-G1-22","9",27,1
"BW-G1-22","9",28,5
"BW-G1-22","9",29,5
"BW-G1-22","9",30,3
"BW-G1-22","9",31,0
"BW-G2-22","1",22,0
"BW-G2-22","1",23,4
"BW-G2-22","1",25,3
"BW-G2-22","1",26,1
"BW-G2-22","1",27,0
"BW-G2-22","1",28,2
"BW-G2-22","1",29,7
"BW-G2-22","1",30,3
"BW-G2-22","1",31,0
"BW-G2-22","10",22,0
"BW-G2-22","10",23,0
"BW-G2-22","10",25,2
"BW-G2-22","10",26,1
"BW-G2-22","10",27,1
"BW-G2-22","10",28,2
"BW-G2-22","10",29,3
"BW-G2-22","10",30,3
"BW-G2-22","10",31,1
"BW-G2-22","2",22,0
"BW-G2-22","2",23,1
"BW-G2-22","2",25,3
"BW-G2-22","2",26,0
"BW-G2-22","2",27,1
"BW-G2-22","2",28,2
"BW-G2-22","2",29,2
"BW-G2-22","2",30,0
"BW-G2-22","2",31,1
"BW-G2-22","3",22,0
"BW-G2-22","3",23,1
"BW-G2-22","3",25,2
"BW-G2-22","3",26,0
"BW-G2-22","3",27,0
"BW-G2-22","3",28,2
"BW-G2-22","3",29,3
"BW-G2-22","3",30,2
"BW-G2-22","3",31,2
"BW-G2-22","4",22,1
"BW-G2-22","4",23,0
"BW-G2-22","4",25,4
"BW-G2-22","4",26,0
"BW-G2-22","4",27,0
"BW-G2-22","4",28,3
"BW-G2-22","4",29,3
"BW-G2-22","4",30,0
"BW-G2-22","4",31,1
"BW-G2-22","5",22,1
"BW-G2-22","5",23,2
"BW-G2-22","5",25,1
"BW-G2-22","5",26,0
"BW-G2-22","5",27,1
"BW-G2-22","5",28,1
"BW-G2-22","5",29,1
"BW-G2-22","5",30,1
"BW-G2-22","5",31,0
"BW-G2-22","6",22,0
"BW-G2-22","6",23,2
"BW-G2-22","6",25,1
"BW-G2-22","6",26,1
"BW-G2-22","6",27,0
"BW-G2-22","6",28,2
"BW-G2-22","6",29,3
"BW-G2-22","6",30,4
"BW-G2-22","6",31,1
"BW-G2-22","7",22,0
"BW-G2-22","7",23,2
"BW-G2-22","7",25,2
"BW-G2-22","7",26,0
"BW-G2-22","7",27,0
"BW-G2-22","7",28,2
"BW-G2-22","7",29,3
"BW-G2-22","7",30,2
"BW-G2-22","7",31,3
"BW-G2-22","8",22,0
"BW-G2-22","8",23,1
"BW-G2-22","8",25,1
"BW-G2-22","8",26,0
"BW-G2-22","8",27,3
"BW-G2-22","8",28,2
"BW-G2-22","8",29,4
"BW-G2-22","8",30,1
"BW-G2-22","8",31,1
"BW-G2-22","9",22,0
"BW-G2-22","9",23,2
"BW-G2-22","9",25,2
"BW-G2-22","9",26,0
"BW-G2-22","9",27,1
"BW-G2-22","9",28,1
"BW-G2-22","9",29,4
"BW-G2-22","9",30,4
"BW-G2-22","9",31,0
"BW-G3-22","1",28,5
"BW-G3-22","1",29,4
"BW-G3-22","1",30,3
"BW-G3-22","1",31,1
"BW-G3-22","2",28,3
"BW-G3-22","2",29,1
"BW-G3-22","2",30,3
"BW-G3-22","2",31,1
"BW-G3-22","3",28,3
"BW-G3-22","3",29,0
"BW-G3-22","3",30,4
"BW-G3-22","3",31,0
"BW-G3-22","4",28,6
"BW-G3-22","4",29,5
"BW-G3-22","4",30,3
"BW-G3-22","4",31,0
"BW-G3-22","5",28,3
"BW-G3-22","5",29,1
"BW-G3-22","5",30,0
"BW-G3-22","5",31,1
"BW-G3-22","6",28,0
"BW-G3-22","6",29,5
"BW-G3-22","6",30,4
"BW-G3-22","6",31,2
"BW-G3-22","7",28,1
"BW-G3-22","7",29,2
"BW-G3-22","7",30,0
"BW-G3-22","8",28,0
"BW-G3-22","8",29,1
"BW-G3-22","8",30,0
"BW-HS-17","1",22,0
"BW-HS-17","1",23,1
"BW-HS-17","1",24,0
"BW-HS-17","1",25,0
"BW-HS-17","1",26,0
"BW-HS-17","2",22,0
"BW-HS-17","2",23,1
"BW-HS-17","2",24,1
"BW-HS-17","2",25,0
"BW-HS-17","2",26,1
"BW-HS-17","3",22,0
"BW-HS-17","3",23,0
"BW-HS-17","3",24,1
"BW-HS-17","3",25,0
"BW-HS-17","3",26,1
"BW-HS-17","4",22,1
"BW-HS-17","4",23,0
"BW-HS-17","4",24,1
"BW-HS-17","4",25,0
"BW-HS-17","4",26,0
"BW-HS-17","5",22,0
"BW-HS-17","5",23,1
"BW-HS-17","5",24,1
"BW-HS-17","5",25,0
"BW-HS-17","5",26,1
"BW-HS-17","6",22,0
"BW-HS-17","6",23,1
"BW-HS-17","6",24,0
"BW-HS-17","6",25,1
"BW-HS-17","6",26,0
"BW-HS-19","1",22,0
"BW-HS-19","1",23,2
"BW-HS-19","1",24,2
"BW-HS-19","1",25,0
"BW-HS-19","1",26,2
"BW-HS-19","1",27,4
"BW-HS-19","1",28,0
"BW-HS-19","2",22,0
"BW-HS-19","2",23,1
"BW-HS-19","2",24,0
"BW-HS-19","2",25,1
"BW-HS-19","2",26,0
"BW-HS-19","2",27,2
"BW-HS-19","2",28,1
"BW-HS-19","3",22,0
"BW-HS-19","3",23,0
"BW-HS-19","3",24,0
"BW-HS-19","3",25,1
"BW-HS-19","3",26,0
"BW-HS-19","3",27,1
"BW-HS-19","3",28,1
"BW-HS-19","4",22,0
"BW-HS-19","4",23,0
"BW-HS-19","4",24,1
"BW-HS-19","4",25,2
"BW-HS-19","4",26,0
"BW-HS-19","4",27,2
"BW-HS-19","4",28,1
"BW-HS-19","5",22,0
"BW-HS-19","5",23,0
"BW-HS-19","5",24,0
"BW-HS-19","5",25,0
"BW-HS-19","5",26,0
"BW-HS-19","5",27,1
"BW-HS-19","5",28,0
"BW-HS-19","6",22,0
"BW-HS-19","6",23,0
"BW-HS-19","6",24,0
"BW-HS-19","6",25,0
"BW-HS-19","6",26,2
"BW-HS-19","6",27,2
"BW-HS-19","6",28,0
"BW-HS-19","7",23,0
"BW-HS-19","7",24,0
"BW-HS-19","7",25,0
"BW-HS-19","7",26,1
"BW-HS-19","7",27,3
"BW-HS-19","7",28,1
"BW-HS-20","1",22,0
"BW-HS-20","1",23,1
"BW-HS-20","1",24,1
"BW-HS-20","1",25,1
"BW-HS-20","1",26,0
"BW-HS-20","1",27,1
"BW-HS-20","2",22,0
"BW-HS-20","2",23,0
"BW-HS-20","2",24,0
"BW-HS-20","2",25,0
"BW-HS-20","2",26,0
"BW-HS-20","2",27,1
"BW-HS-20","3",22,0
"BW-HS-20","3",23,0
"BW-HS-20","3",24,0
"BW-HS-20","3",25,0
"BW-HS-20","3",26,0
"BW-HS-20","3",27,2
"BW-HS-20","4",22,1
"BW-HS-20","4",23,0
"BW-HS-20","4",24,1
"BW-HS-20","4",25,1
"BW-HS-20","4",26,0
"BW-HS-20","4",27,0
"BW-HS-20","5",22,1
"BW-HS-20","5",23,4
"BW-HS-20","5",24,1
"BW-HS-20","5",25,1
"BW-HS-20","5",26,0
"BW-HS-20","5",27,2
"BW-HS-20","6",22,0
"BW-HS-20","6",23,2
"BW-HS-20","6",24,0
"BW-HS-20","6",25,0
"BW-HS-20","6",26,0
"BW-HS-20","6",27,1
"BW-HS-20","7",22,0
"BW-HS-20","7",23,0
"BW-HS-20","7",24,0
"BW-HS-20","7",25,1
"BW-HS-20","7",26,2
"BW-HS-20","7",27,3
"BW-HS-21","1",23,2
"BW-HS-21","1",24,3
"BW-HS-21","1",25,3
"BW-HS-21","1",26,5
"BW-HS-21","1",27,2
"BW-HS-21","1",28,3
"BW-HS-21","2",23,0
"BW-HS-21","2",24,1
"BW-HS-21","2",25,3
"BW-HS-21","2",26,5
"BW-HS-21","2",27,2
"BW-HS-21","2",28,4
"BW-HS-21","3",23,2
"BW-HS-21","3",24,3
"BW-HS-21","3",25,3
"BW-HS-21","3",26,6
"BW-HS-21","3",27,1
"BW-HS-21","3",28,2
"BW-HS-21","4",23,2
"BW-HS-21","4",24,0
"BW-HS-21","4",25,2
"BW-HS-21","4",26,3
"BW-HS-21","4",27,4
"BW-HS-21","4",28,2
"BW-HS-21","5",23,2
"BW-HS-21","5",24,1
"BW-HS-21","5",25,2
"BW-HS-21","5",26,3
"BW-HS-21","5",27,2
"BW-HS-21","5",28,1
"BW-HS-21","6",23,4
"BW-HS-21","6",24,1
"BW-HS-21","6",25,0
"BW-HS-21","6",26,3
"BW-HS-21","6",27,0
"BW-HS-21","6",28,0
"BW-HS-23","1",23,5
"BW-HS-23","1",24,7
"BW-HS-23","1",25,3
"BW-HS-23","1",26,3
"BW-HS-23","1",27,4
"BW-HS-23","2",23,4
"BW-HS-23","2",24,3
"BW-HS-23","2",25,3
"BW-HS-23","2",26,4
"BW-HS-23","2",27,1
"BW-HS-23","3",23,0
"BW-HS-23","3",24,2
"BW-HS-23","3",25,0
"BW-HS-23","3",26,3
"BW-HS-23","3",27,2
"BW-HS-23","4",23,0
"BW-HS-23","4",24,5
"BW-HS-23","4",25,1
"BW-HS-23","4",26,0
"BW-HS-23","4",27,1
"BW-HS-23","5",23,0
"BW-HS-23","5",24,0
"BW-HS-23","5",25,0
"BW-HS-23","5",26,0
"BW-HS-23","5",27,1
"BW-HS-23","6",23,1
"BW-HS-23","6",24,3
"BW-HS-23","6",25,2
"BW-HS-23","6",26,2
"BW-HS-23","6",27,1
"BW-K1-22","1",21,0
"BW-K1-22","1",22,1
"BW-K1-22","1",24,0
"BW-K1-22","10",21,0
"BW-K1-22","10",22,4
"BW-K1-22","10",24,4
"BW-K1-22","2",21,0
"BW-K1-22","2",22,1
"BW-K1-22","2",24,2
"BW-K1-22","3",21,0
"BW-K1-22","3",22,0
"BW-K1-22","3",24,4
"BW-K1-22","4",21,0
"BW-K1-22","4",22,1
"BW-K1-22","4",24,5
"BW-K1-22","5",21,0
"BW-K1-22","5",22,3
"BW-K1-22","5",24,4
"BW-K1-22","6",21,2
"BW-K1-22","6",22,2
"BW-K1-22","6",24,6
"BW-K1-22","7",21,0
"BW-K1-22","7",22,1
"BW-K1-22","7",24,4
"BW-K1-22","8",21,0
"BW-K1-22","8",22,3
"BW-K1-22","8",24,4
"BW-K1-22","9",21,0
"BW-K1-22","9",22,1
"BW-K1-22","9",24,3
"BW-L1-22","1",21,0
"BW-L1-22","1",23,5
"BW-L1-22","1",24,1
"BW-L1-22","1",25,5
"BW-L1-22","1",26,3
"BW-L1-22","1",28,7
"BW-L1-22","10",21,0
"BW-L1-22","10",23,1
"BW-L1-22","10",24,1
"BW-L1-22","10",25,1
"BW-L1-22","10",26,3
"BW-L1-22","10",28,0
"BW-L1-22","2",21,1
"BW-L1-22","2",23,3
"BW-L1-22","2",24,1
"BW-L1-22","2",25,0
"BW-L1-22","2",26,2
"BW-L1-22","2",28,2
"BW-L1-22","3",21,0
"BW-L1-22","3",23,2
"BW-L1-22","3",24,0
"BW-L1-22","3",25,3
"BW-L1-22","3",26,1
"BW-L1-22","3",28,2
"BW-L1-22","4",21,0
"BW-L1-22","4",23,3
"BW-L1-22","4",24,3
"BW-L1-22","4",25,3
"BW-L1-22","4",26,2
"BW-L1-22","4",28,4
"BW-L1-22","5",21,0
"BW-L1-22","5",23,4
"BW-L1-22","5",24,1
"BW-L1-22","5",25,0
"BW-L1-22","5",26,1
"BW-L1-22","5",28,3
"BW-L1-22","6",21,0
"BW-L1-22","6",23,2
"BW-L1-22","6",24,5
"BW-L1-22","6",25,1
"BW-L1-22","6",26,3
"BW-L1-22","6",28,4
"BW-L1-22","7",21,2
"BW-L1-22","7",23,4
"BW-L1-22","7",24,2
"BW-L1-22","7",25,0
"BW-L1-22","7",26,0
"BW-L1-22","7",28,2
"BW-L1-22","8",21,0
"BW-L1-22","8",23,2
"BW-L1-22","8",24,3
"BW-L1-22","8",25,1
"BW-L1-22","8",26,4
"BW-L1-22","8",28,3
"BW-L1-22","9",21,0
"BW-L1-22","9",23,2
"BW-L1-22","9",24,1
"BW-L1-22","9",25,2
"BW-L1-22","9",26,1
"BW-L1-22","9",28,0
"BW-M1-22","1",22,0
"BW-M1-22","1",24,3
"BW-M1-22","1",25,2
"BW-M1-22","1",26,0
"BW-M1-22","1",27,5
"BW-M1-22","1",28,6
"BW-M1-22","1",29,3
"BW-M1-22","10",22,1
"BW-M1-22","10",24,2
"BW-M1-22","10",25,1
"BW-M1-22","10",26,2
"BW-M1-22","10",27,3
"BW-M1-22","10",28,5
"BW-M1-22","10",29,1
"BW-M1-22","2",22,0
"BW-M1-22","2",24,1
"BW-M1-22","2",25,4
"BW-M1-22","2",26,1
"BW-M1-22","2",27,3
"BW-M1-22","2",28,5
"BW-M1-22","2",29,2
"BW-M1-22","3",22,0
"BW-M1-22","3",24,3
"BW-M1-22","3",25,1
"BW-M1-22","3",26,1
"BW-M1-22","3",27,0
"BW-M1-22","3",28,5
"BW-M1-22","3",29,3
"BW-M1-22","4",22,0
"BW-M1-22","4",24,2
"BW-M1-22","4",25,0
"BW-M1-22","4",26,1
"BW-M1-22","4",27,4
"BW-M1-22","4",28,2
"BW-M1-22","4",29,0
"BW-M1-22","5",22,1
"BW-M1-22","5",24,3
"BW-M1-22","5",25,0
"BW-M1-22","5",26,0
"BW-M1-22","5",27,4
"BW-M1-22","5",28,5
"BW-M1-22","5",29,1
"BW-M1-22","6",22,2
"BW-M1-22","6",24,3
"BW-M1-22","6",25,2
"BW-M1-22","6",26,0
"BW-M1-22","6",27,4
"BW-M1-22","6",28,3
"BW-M1-22","6",29,3
"BW-M1-22","7",22,0
"BW-M1-22","7",24,4
"BW-M1-22","7",25,0
"BW-M1-22","7",26,0
"BW-M1-22","7",27,4
"BW-M1-22","7",28,5
"BW-M1-22","7",29,1
"BW-M1-22","8",22,1
"BW-M1-22","8",24,3
"BW-M1-22","8",25,2
"BW-M1-22","8",26,1
"BW-M1-22","8",27,5
"BW-M1-22","8",28,4
"BW-M1-22","8",29,1
"BW-M1-22","9",22,0
"BW-M1-22","9",24,3
"BW-M1-22","9",25,0
"BW-M1-22","9",26,1
"BW-M1-22","9",27,6
"BW-M1-22","9",28,3
"BW-M1-22","9",29,1
"BW-M2-22","1",22,1
"BW-M2-22","1",23,5
"BW-M2-22","1",25,1
"BW-M2-22","1",26,0
"BW-M2-22","1",27,3
"BW-M2-22","1",28,4
"BW-M2-22","1",29,1
"BW-M2-22","10",22,1
"BW-M2-22","10",23,2
"BW-M2-22","10",25,2
"BW-M2-22","10",26,0
"BW-M2-22","10",27,3
"BW-M2-22","10",28,2
"BW-M2-22","10",29,3
"BW-M2-22","2",22,1
"BW-M2-22","2",23,4
"BW-M2-22","2",25,1
"BW-M2-22","2",26,0
"BW-M2-22","2",27,6
"BW-M2-22","2",28,2
"BW-M2-22","2",29,2
"BW-M2-22","3",22,2
"BW-M2-22","3",23,4
"BW-M2-22","3",25,2
"BW-M2-22","3",26,0
"BW-M2-22","3",27,4
"BW-M2-22","3",28,3
"BW-M2-22","3",29,1
"BW-M2-22","4",22,1
"BW-M2-22","4",23,1
"BW-M2-22","4",25,0
"BW-M2-22","4",26,0
"BW-M2-22","4",27,3
"BW-M2-22","4",28,1
"BW-M2-22","4",29,4
"BW-M2-22","5",22,1
"BW-M2-22","5",23,1
"BW-M2-22","5",25,4
"BW-M2-22","5",26,0
"BW-M2-22","5",27,3
"BW-M2-22","5",28,4
"BW-M2-22","5",29,1
"BW-M2-22","6",22,0
"BW-M2-22","6",23,3
"BW-M2-22","6",25,1
"BW-M2-22","6",26,0
"BW-M2-22","6",27,2
"BW-M2-22","6",28,4
"BW-M2-22","6",29,0
"BW-M2-22","7",22,0
"BW-M2-22","7",23,2
"BW-M2-22","7",25,1
"BW-M2-22","7",26,0
"BW-M2-22","7",27,1
"BW-M2-22","7",28,3
"BW-M2-22","7",29,2
"BW-M2-22","8",22,1
"BW-M2-22","8",23,1
"BW-M2-22","8",25,4
"BW-M2-22","8",26,1
"BW-M2-22","8",27,3
"BW-M2-22","8",28,3
"BW-M2-22","8",29,2
"BW-M2-22","9",22,0
"BW-M2-22","9",23,4
"BW-M2-22","9",25,0
"BW-M2-22","9",26,0
"BW-M2-22","9",27,4
"BW-M2-22","9",28,2
"BW-M2-22","9",29,4
"BW-S1-22","1",21,1
"BW-S1-22","1",23,1
"BW-S1-22","1",24,3
"BW-S1-22","10",21,0
"BW-S1-22","10",23,3
"BW-S1-22","10",24,2
"BW-S1-22","2",21,1
"BW-S1-22","2",23,1
"BW-S1-22","2",24,3
"BW-S1-22","3",21,1
"BW-S1-22","3",23,0
"BW-S1-22","3",24,1
"BW-S1-22","4",21,0
"BW-S1-22","4",23,2
"BW-S1-22","4",24,3
"BW-S1-22","5",21,0
"BW-S1-22","5",23,3
"BW-S1-22","5",24,5
"BW-S1-22","6",21,0
"BW-S1-22","6",23,2
"BW-S1-22","6",24,2
"BW-S1-22","7",21,0
"BW-S1-22","7",23,3
"BW-S1-22","7",24,2
"BW-S1-22","8",21,1
"BW-S1-22","8",23,1
"BW-S1-22","8",24,1
"BW-S1-22","9",21,1
"BW-S1-22","9",23,3
"BW-S1-22","9",24,3
"BW-S2-22","1",21,1
"BW-S2-22","1",23,3
"BW-S2-22","1",24,4
"BW-S2-22","1",25,2
"BW-S2-22","10",21,2
"BW-S2-22","10",23,2
"BW-S2-22","10",24,0
"BW-S2-22","10",25,0
"BW-S2-22","2",21,1
"BW-S2-22","2",23,6
"BW-S2-22","2",24,7
"BW-S2-22","2",25,1
"BW-S2-22","3",21,3
"BW-S2-22","3",23,2
"BW-S2-22","3",24,2
"BW-S2-22","3",25,1
"BW-S2-22","4",21,2
"BW-S2-22","4",23,5
"BW-S2-22","4",24,2
"BW-S2-22","4",25,1
"BW-S2-22","5",21,4
"BW-S2-22","5",23,3
"BW-S2-22","5",24,4
"BW-S2-22","5",25,0
"BW-S2-22","6",21,1
"BW-S2-22","6",23,4
"BW-S2-22","6",24,2
"BW-S2-22","6",25,3
"BW-S2-22","7",21,1
"BW-S2-22","7",23,2
"BW-S2-22","7",24,2
"BW-S2-22","7",25,3
"BW-S2-22","8",21,1
"BW-S2-22","8",23,1
"BW-S2-22","8",24,4
"BW-S2-22","8",25,3
"BW-S2-22","9",21,1
"BW-S2-22","9",23,3
"BW-S2-22","9",24,2
"BW-S2-22","9",25,0
"BW-SR-20","1",23,0
"BW-SR-20","1",24,1
"BW-SR-20","1",25,2
"BW-SR-20","1",26,1
"BW-SR-20","1",27,2
"BW-SR-20","2",23,3
"BW-SR-20","2",24,3
"BW-SR-20","2",25,5
"BW-SR-20","2",26,5
"BW-SR-20","2",27,3
"BW-SR-20","3",23,0
"BW-SR-20","3",24,2
"BW-SR-20","3",25,1
"BW-SR-20","3",26,3
"BW-SR-20","3",27,3
"BW-SR-20","4",23,1
"BW-SR-20","4",24,0
"BW-SR-20","4",25,0
"BW-SR-20","4",26,2
"BW-SR-20","4",27,4
"BW-SR-20","5",23,2
"BW-SR-20","5",24,1
"BW-SR-20","5",25,0
"BW-SR-20","5",26,4
"BW-SR-20","5",27,3
"BW-SR-20","6",23,1
"BW-SR-20","6",24,1
"BW-SR-20","6",25,0
"BW-SR-20","6",26,2
"BW-SR-20","6",27,3
"BW-SR-20","7",23,0
"BW-SR-20","7",24,2
"BW-SR-20","7",25,1
"BW-SR-20","7",26,3
"BW-SR-20","7",27,1
"BW-SR-20","8",23,0
"BW-SR-20","8",24,0
"BW-SR-20","8",25,2
"BW-SR-20","8",26,2
"BW-SR-20","8",27,1
"BW-WH-23","1",20,3
"BW-WH-23","1",21,4
"BW-WH-23","1",22,3
"BW-WH-23","1",26,3
"BW-WH-23","2",20,2
"BW-WH-23","2",21,2
"BW-WH-23","2",22,1
"BW-WH-23","2",26,3
"BW-WH-23","3",20,1
"BW-WH-23","3",21,0
"BW-WH-23","3",22,1
"BW-WH-23","3",26,1
"BW-WH-23","4",20,2
"BW-WH-23","4",21,2
"BW-WH-23","4",22,1
"BW-WH-23","4",26,2
"BW-WH-23","5",20,1
"BW-WH-23","5",21,2
"BW-WH-23","5",22,2
"BW-WH-23","5",26,4
"BW-WH-23","6",21,1
"BW-WH-23","6",22,3
"BW-WH-23","6",26,0
"BW-WH-23","7",21,0
"BW-WH-23","7",22,0
"BW-WH-23","7",26,2
"BW-Z1-22","1",21,0
"BW-Z1-22","1",23,3
"BW-Z1-22","1",25,5
"BW-Z1-22","1",26,4
"BW-Z1-22","1",27,6
"BW-Z1-22","10",21,0
"BW-Z1-22","10",23,2
"BW-Z1-22","10",25,4
"BW-Z1-22","10",26,2
"BW-Z1-22","10",27,5
"BW-Z1-22","2",21,1
"BW-Z1-22","2",23,2
"BW-Z1-22","2",25,3
"BW-Z1-22","2",26,2
"BW-Z1-22","2",27,9
"BW-Z1-22","3",21,0
"BW-Z1-22","3",23,4
"BW-Z1-22","3",25,4
"BW-Z1-22","3",26,0
"BW-Z1-22","3",27,5
"BW-Z1-22","4",21,0
"BW-Z1-22","4",23,0
"BW-Z1-22","4",25,2
"BW-Z1-22","4",26,3
"BW-Z1-22","4",27,6
"BW-Z1-22","5",21,0
"BW-Z1-22","5",23,2
"BW-Z1-22","5",25,5
"BW-Z1-22","5",26,3
"BW-Z1-22","5",27,8
"BW-Z1-22","6",21,0
"BW-Z1-22","6",23,1
"BW-Z1-22","6",25,3
"BW-Z1-22","6",26,2
"BW-Z1-22","6",27,6
"BW-Z1-22","7",21,0
"BW-Z1-22","7",23,2
"BW-Z1-22","7",25,4
"BW-Z1-22","7",26,0
"BW-Z1-22","7",27,2
"BW-Z1-22","8",21,0
"BW-Z1-22","8",23,2
"BW-Z1-22","8",25,3
"BW-Z1-22","8",26,1
"BW-Z1-22","8",27,5
"BW-Z1-22","9",21,0
"BW-Z1-22","9",23,2
"BW-Z1-22","9",25,3
"BW-Z1-22","9",26,3
"BW-Z1-22","9",27,3
"BW-Z2-22","1",21,2
"BW-Z2-22","1",22,0
"BW-Z2-22","1",23,2
"BW-Z2-22","1",24,1
"BW-Z2-22","1",25,3
"BW-Z2-22","1",27,2
"BW-Z2-22","10",21,0
"BW-Z2-22","10",22,0
"BW-Z2-22","10",23,0
"BW-Z2-22","10",24,0
"BW-Z2-22","10",25,3
"BW-Z2-22","10",27,3
"BW-Z2-22","2",21,2
"BW-Z2-22","2",22,2
"BW-Z2-22","2",23,1
"BW-Z2-22","2",24,1
"BW-Z2-22","2",25,3
"BW-Z2-22","2",27,2
"BW-Z2-22","3",21,1
"BW-Z2-22","3",22,3
"BW-Z2-22","3",23,0
"BW-Z2-22","3",24,1
"BW-Z2-22","3",25,1
"BW-Z2-22","3",27,5
"BW-Z2-22","4",21,1
"BW-Z2-22","4",22,3
"BW-Z2-22","4",23,0
"BW-Z2-22","4",24,2
"BW-Z2-22","4",25,2
"BW-Z2-22","4",27,2
"BW-Z2-22","5",21,0
"BW-Z2-22","5",22,0
"BW-Z2-22","5",23,2
"BW-Z2-22","5",24,2
"BW-Z2-22","5",25,1
"BW-Z2-22","5",27,2
"BW-Z2-22","6",21,1
"BW-Z2-22","6",22,0
"BW-Z2-22","6",23,0
"BW-Z2-22","6",24,0
"BW-Z2-22","6",25,3
"BW-Z2-22","6",27,3
"BW-Z2-22","7",21,0
