"site_short","netNr","julian_day","nSpec"
"RP-DK-19","1",22,0
"RP-DK-19","1",23,0
"RP-DK-19","1",24,1
"RP-DK-19","1",25,0
"RP-DK-19","1",26,0
"RP-DK-19","1",27,2
"RP-DK-19","1",28,3
"RP-DK-19","1",29,3
"RP-DK-19","1",30,1
"RP-DK-19","2",22,0
"RP-DK-19","2",23,0
"RP-DK-19","2",24,1
"RP-DK-19","2",25,2
"RP-DK-19","2",26,0
"RP-DK-19","2",27,0
"RP-DK-19","2",28,2
"RP-DK-19","2",29,0
"RP-DK-19","2",30,1
"RP-DK-19","3",22,0
"RP-DK-19","3",23,0
"RP-DK-19","3",24,0
"RP-DK-19","3",25,0
"RP-DK-19","3",26,0
"RP-DK-19","3",27,2
"RP-DK-19","3",28,2
"RP-DK-19","3",29,3
"RP-DK-19","3",30,1
"RP-DK-19","4",22,0
"RP-DK-19","4",23,0
"RP-DK-19","4",24,0
"RP-DK-19","4",25,1
"RP-DK-19","4",26,0
"RP-DK-19","4",27,0
"RP-DK-19","4",28,3
"RP-DK-19","4",29,1
"RP-DK-19","4",30,1
"RP-DK-19","5",22,0
"RP-DK-19","5",23,0
"RP-DK-19","5",24,0
"RP-DK-19","5",25,0
"RP-DK-19","5",26,0
"RP-DK-19","5",27,0
"RP-DK-19","5",28,0
"RP-DK-19","5",29,0
"RP-DK-19","5",30,0
"RP-DK-19","6",22,0
"RP-DK-19","6",23,0
"RP-DK-19","6",24,0
"RP-DK-19","6",25,0
"RP-DK-19","6",26,0
"RP-DK-19","6",27,0
"RP-DK-19","6",28,0
"RP-DK-19","6",29,0
"RP-DK-19","6",30,0
"RP-DK-23","1",23,1
"RP-DK-23","1",24,1
"RP-DK-23","1",25,0
"RP-DK-23","1",26,2
"RP-DK-23","1",27,4
"RP-DK-23","1",28,1
"RP-DK-23","2",23,2
"RP-DK-23","2",24,0
"RP-DK-23","2",25,2
"RP-DK-23","2",26,1
"RP-DK-23","2",27,0
"RP-DK-23","2",28,0
"RP-DK-23","3",23,3
"RP-DK-23","3",24,0
"RP-DK-23","3",25,1
"RP-DK-23","3",26,0
"RP-DK-23","3",27,0
"RP-DK-23","3",28,0
"RP-DK-23","4",23,0
"RP-DK-23","4",24,2
"RP-DK-23","4",25,0
"RP-DK-23","4",26,0
"RP-DK-23","4",27,2
"RP-DK-23","4",28,0
"RP-DK-23","5",23,2
"RP-DK-23","5",24,0
"RP-DK-23","5",25,1
"RP-DK-23","5",26,1
"RP-DK-23","5",27,1
"RP-DK-23","5",28,0
"RP-DK-23","6",23,0
"RP-DK-23","6",24,1
"RP-DK-23","6",25,1
"RP-DK-23","6",26,2
"RP-DK-23","6",27,0
"RP-DK-23","6",28,1
"RP-DK-23","7",23,2
"RP-DK-23","7",24,0
"RP-DK-23","7",25,1
"RP-DK-23","7",26,1
"RP-DK-23","7",27,0
"RP-DK-23","7",28,1
"RP-DK-23","8",23,0
"RP-DK-23","8",24,0
"RP-DK-23","8",25,0
"RP-DK-23","8",26,0
"RP-DK-23","8",27,0
"RP-DK-23","8",28,0
"RP-DK-23","9",23,0
"RP-DK-23","9",24,0
"RP-DK-23","9",25,0
"RP-DK-23","9",26,3
"RP-DK-23","9",27,1
"RP-DK-23","9",28,1
"RP-DK-24","1",23,3
"RP-DK-24","1",24,2
"RP-DK-24","1",25,1
"RP-DK-24","1",26,2
"RP-DK-24","1",27,2
"RP-DK-24","1",28,1
"RP-DK-24","1",29,1
"RP-DK-24","2",23,3
"RP-DK-24","2",24,1
"RP-DK-24","2",25,0
"RP-DK-24","2",26,1
"RP-DK-24","2",27,2
"RP-DK-24","2",28,0
"RP-DK-24","2",29,1
"RP-DK-24","3",23,1
"RP-DK-24","3",24,2
"RP-DK-24","3",25,2
"RP-DK-24","3",26,0
"RP-DK-24","3",27,2
"RP-DK-24","3",28,1
"RP-DK-24","3",29,0
"RP-DK-24","4",23,1
"RP-DK-24","4",24,0
"RP-DK-24","4",25,1
"RP-DK-24","4",26,0
"RP-DK-24","4",27,0
"RP-DK-24","4",28,2
"RP-DK-24","4",29,0
"RP-DK-24","5",23,0
"RP-DK-24","5",24,0
"RP-DK-24","5",25,1
"RP-DK-24","5",26,0
"RP-DK-24","5",27,4
"RP-DK-24","5",28,0
"RP-DK-24","5",29,1
"RP-DK-24","6",23,0
"RP-DK-24","6",24,0
"RP-DK-24","6",25,0
"RP-DK-24","6",26,0
"RP-DK-24","6",27,1
"RP-DK-24","6",28,0
"RP-DK-24","6",29,1
"RP-DK-24","7",23,0
"RP-DK-24","7",24,0
"RP-DK-24","7",25,2
"RP-DK-24","7",26,1
"RP-DK-24","7",27,2
"RP-DK-24","7",28,0
"RP-DK-24","7",29,1
"RP-MH-17","1",21,2
"RP-MH-17","1",22,3
"RP-MH-17","1",23,2
"RP-MH-17","1",24,2
"RP-MH-17","1",25,6
"RP-MH-17","2",21,2
"RP-MH-17","2",22,3
"RP-MH-17","2",23,2
"RP-MH-17","2",24,1
"RP-MH-17","2",25,3
"RP-MH-17","3",21,1
"RP-MH-17","3",22,2
"RP-MH-17","3",23,3
"RP-MH-17","3",24,1
"RP-MH-17","3",25,4
"RP-MH-18","1",20,0
"RP-MH-18","1",21,1
"RP-MH-18","1",22,0
"RP-MH-18","1",23,1
"RP-MH-18","1",24,0
"RP-MH-18","2",20,1
"RP-MH-18","2",21,1
"RP-MH-18","2",22,0
"RP-MH-18","2",23,0
"RP-MH-18","2",24,0
"RP-MH-18","3",20,0
"RP-MH-18","3",21,1
"RP-MH-18","3",22,0
"RP-MH-18","3",23,1
"RP-MH-18","3",24,0
"RP-MH-18","4",20,0
"RP-MH-18","4",21,0
"RP-MH-18","4",22,1
"RP-MH-18","4",23,1
"RP-MH-18","4",24,0
"RP-MH-18","5",20,2
"RP-MH-18","5",21,0
"RP-MH-18","5",22,2
"RP-MH-18","5",23,2
"RP-MH-18","5",24,1
"RP-MH-18","6",20,0
"RP-MH-18","6",21,1
"RP-MH-18","6",22,0
"RP-MH-18","6",23,2
"RP-MH-18","6",24,0
"RP-MH-19","1",21,1
"RP-MH-19","1",22,2
"RP-MH-19","1",23,0
"RP-MH-19","1",24,1
"RP-MH-19","1",25,1
"RP-MH-19","1",26,1
"RP-MH-19","2",21,2
"RP-MH-19","2",22,1
"RP-MH-19","2",23,0
"RP-MH-19","2",24,3
"RP-MH-19","2",25,1
"RP-MH-19","2",26,4
"RP-MH-19","3",21,3
"RP-MH-19","3",22,2
"RP-MH-19","3",23,1
"RP-MH-19","3",24,0
"RP-MH-19","3",25,1
"RP-MH-19","3",26,1
"RP-MH-19","4",21,1
"RP-MH-19","4",22,0
"RP-MH-19","4",23,0
"RP-MH-19","4",24,0
"RP-MH-19","4",25,1
"RP-MH-19","4",26,0
"RP-MH-19","5",21,0
"RP-MH-19","5",22,1
"RP-MH-19","5",23,0
"RP-MH-19","5",24,0
"RP-MH-19","5",25,0
"RP-MH-19","5",26,0
"RP-MH-19","6",21,0
"RP-MH-19","6",22,0
"RP-MH-19","6",23,0
"RP-MH-19","6",24,1
"RP-MH-19","6",25,0
"RP-MH-19","6",26,0
"RP-MH-20","1",22,0
"RP-MH-20","1",23,1
"RP-MH-20","1",24,1
"RP-MH-20","1",25,4
"RP-MH-20","1",27,2
"RP-MH-20","1",28,0
"RP-MH-20","1",29,4
"RP-MH-20","2",22,2
"RP-MH-20","2",23,2
"RP-MH-20","2",24,1
"RP-MH-20","2",25,2
"RP-MH-20","2",27,0
"RP-MH-20","2",28,1
"RP-MH-20","2",29,1
"RP-MH-20","3",22,1
"RP-MH-20","3",23,1
"RP-MH-20","3",24,0
"RP-MH-20","3",25,2
"RP-MH-20","3",27,0
"RP-MH-20","3",28,1
"RP-MH-20","3",29,2
"RP-MH-20","4",22,0
"RP-MH-20","4",23,1
"RP-MH-20","4",24,2
"RP-MH-20","4",25,1
"RP-MH-20","4",27,4
"RP-MH-20","4",28,0
"RP-MH-20","4",29,0
"RP-MH-20","5",22,0
"RP-MH-20","5",23,3
"RP-MH-20","5",24,1
"RP-MH-20","5",25,1
"RP-MH-20","5",27,0
"RP-MH-20","5",28,0
"RP-MH-20","5",29,0
"RP-MH-20","6",22,0
"RP-MH-20","6",23,0
"RP-MH-20","6",24,2
"RP-MH-20","6",25,1
"RP-MH-20","6",27,1
"RP-MH-20","6",28,0
"RP-MH-20","6",29,0
"RP-MH-23","1",22,1
"RP-MH-23","1",23,1
"RP-MH-23","1",24,2
"RP-MH-23","1",25,1
"RP-MH-23","1",26,0
"RP-MH-23","1",27,3
"RP-MH-23","1",28,4
"RP-MH-23","1",29,3
"RP-MH-23","1",30,3
"RP-MH-23","1",31,1
"RP-MH-23","2",22,1
"RP-MH-23","2",23,2
"RP-MH-23","2",24,2
"RP-MH-23","2",25,4
"RP-MH-23","2",26,3
"RP-MH-23","2",27,2
"RP-MH-23","2",28,1
"RP-MH-23","2",29,4
"RP-MH-23","2",30,4
"RP-MH-23","2",31,4
"RP-MH-23","3",22,2
"RP-MH-23","3",23,1
"RP-MH-23","3",24,2
"RP-MH-23","3",25,3
"RP-MH-23","3",26,2
"RP-MH-23","3",27,3
"RP-MH-23","3",28,4
"RP-MH-23","3",29,7
"RP-MH-23","3",30,6
"RP-MH-23","3",31,5
"RP-MH-23","4",22,0
"RP-MH-23","4",23,1
"RP-MH-23","4",24,1
"RP-MH-23","4",25,2
"RP-MH-23","4",26,0
"RP-MH-23","4",27,0
"RP-MH-23","4",28,1
"RP-MH-23","4",29,2
"RP-MH-23","4",30,2
"RP-MH-23","4",31,0
"RP-MH-23","5",22,1
"RP-MH-23","5",23,2
"RP-MH-23","5",24,0
"RP-MH-23","5",25,3
"RP-MH-23","5",26,2
"RP-MH-23","5",27,2
"RP-MH-23","5",28,1
"RP-MH-23","5",29,2
"RP-MH-23","5",30,1
"RP-MH-23","5",31,0
"RP-MH-23","6",22,1
"RP-MH-23","6",23,0
"RP-MH-23","6",24,1
"RP-MH-23","6",25,1
"RP-MH-23","6",26,1
"RP-MH-23","6",27,2
"RP-MH-23","6",28,0
"RP-MH-23","6",29,2
"RP-MH-23","6",30,4
"RP-MH-23","6",31,1
"RP-MH-24","1",21,0
"RP-MH-24","1",22,2
"RP-MH-24","1",23,2
"RP-MH-24","1",24,1
"RP-MH-24","1",26,0
"RP-MH-24","1",27,2
"RP-MH-24","1",28,0
"RP-MH-24","2",21,2
"RP-MH-24","2",22,2
"RP-MH-24","2",23,1
"RP-MH-24","2",24,1
"RP-MH-24","2",26,3
"RP-MH-24","2",27,0
"RP-MH-24","2",28,1
"RP-MH-24","3",21,0
"RP-MH-24","3",22,1
"RP-MH-24","3",23,0
"RP-MH-24","3",24,0
"RP-MH-24","3",26,1
"RP-MH-24","3",27,2
"RP-MH-24","3",28,1
"RP-MH-24","4",21,0
"RP-MH-24","4",22,0
"RP-MH-24","4",23,1
"RP-MH-24","4",24,0
"RP-MH-24","4",26,3
"RP-MH-24","4",27,2
"RP-MH-24","4",28,0
"RP-MH-24","5",21,1
"RP-MH-24","5",22,1
"RP-MH-24","5",23,0
"RP-MH-24","5",24,0
"RP-MH-24","5",26,2
"RP-MH-24","5",27,2
"RP-MH-24","5",28,2
"RP-MH-24","6",21,1
"RP-MH-24","6",22,2
"RP-MH-24","6",23,0
"RP-MH-24","6",24,1
"RP-MH-24","6",26,2
"RP-MH-24","6",27,1
"RP-MH-24","6",28,2
"SH-JH-17","1",19,2
"SH-JH-17","1",20,1
"SH-JH-17","1",21,2
"SH-JH-17","1",22,1
"SH-JH-17","1",23,3
"SH-JH-17","1",24,1
"SH-JH-17","1",25,1
"SH-JH-17","1",26,4
"SH-JH-17","1",27,2
"SH-JH-17","2",19,1
"SH-JH-17","2",20,5
"SH-JH-17","2",21,3
"SH-JH-17","2",22,2
"SH-JH-17","2",23,12
"SH-JH-17","2",24,2
"SH-JH-17","2",25,1
"SH-JH-17","2",26,4
"SH-JH-17","2",27,7
"SH-JH-17","3",19,0
"SH-JH-17","3",20,2
"SH-JH-17","3",21,1
"SH-JH-17","3",22,0
"SH-JH-17","3",23,1
"SH-JH-17","3",24,2
"SH-JH-17","3",25,2
"SH-JH-17","3",26,3
"SH-JH-17","3",27,3
"SH-JH-17","4",19,0
"SH-JH-17","4",20,1
"SH-JH-17","4",21,0
"SH-JH-17","4",22,1
"SH-JH-17","4",23,4
"SH-JH-17","4",24,3
"SH-JH-17","4",25,5
"SH-JH-17","4",26,3
"SH-JH-17","4",27,4
"SH-JH-17","5",19,2
"SH-JH-17","5",20,3
"SH-JH-17","5",21,2
"SH-JH-17","5",22,2
"SH-JH-17","5",23,5
"SH-JH-17","5",24,1
"SH-JH-17","5",25,3
"SH-JH-17","5",26,4
"SH-JH-17","5",27,3
"SH-JH-17","6",19,0
"SH-JH-17","6",20,2
"SH-JH-17","6",21,0
"SH-JH-17","6",22,1
"SH-JH-17","6",23,2
"SH-JH-17","6",24,0
"SH-JH-17","6",25,1
"SH-JH-17","6",26,4
"SH-JH-17","6",27,3
"SH-JH-18","1",20,2
"SH-JH-18","1",21,2
"SH-JH-18","1",22,1
"SH-JH-18","1",23,2
"SH-JH-18","1",24,2
"SH-JH-18","1",25,1
"SH-JH-18","2",20,0
"SH-JH-18","2",21,2
"SH-JH-18","2",22,0
"SH-JH-18","2",23,1
"SH-JH-18","2",24,2
"SH-JH-18","2",25,2
"SH-JH-18","3",20,0
"SH-JH-18","3",21,0
"SH-JH-18","3",22,0
"SH-JH-18","3",23,4
"SH-JH-18","3",24,4
"SH-JH-18","3",25,2
"SH-JH-18","4",20,0
"SH-JH-18","4",21,1
"SH-JH-18","4",22,0
"SH-JH-18","4",23,2
"SH-JH-18","4",24,1
"SH-JH-18","4",25,3
"SH-JH-18","5",20,0
"SH-JH-18","5",21,1
"SH-JH-18","5",22,0
"SH-JH-18","5",23,2
"SH-JH-18","5",24,2
"SH-JH-18","5",25,0
"SH-JH-18","6",20,1
"SH-JH-18","6",21,0
"SH-JH-18","6",22,0
"SH-JH-18","6",23,2
"SH-JH-18","6",24,1
"SH-JH-18","6",25,0
"SH-JH-19","1",22,0
"SH-JH-19","1",23,0
"SH-JH-19","1",24,0
"SH-JH-19","1",25,1
"SH-JH-19","1",26,1
"SH-JH-19","1",27,0
"SH-JH-19","2",22,2
"SH-JH-19","2",23,1
"SH-JH-19","2",24,2
"SH-JH-19","2",25,1
"SH-JH-19","2",26,0
"SH-JH-19","2",27,1
"SH-JH-19","3",22,1
"SH-JH-19","3",23,1
"SH-JH-19","3",24,3
"SH-JH-19","3",25,3
"SH-JH-19","3",26,5
"SH-JH-19","3",27,1
"SH-JH-19","4",22,1
"SH-JH-19","4",23,2
"SH-JH-19","4",24,2
"SH-JH-19","4",25,0
"SH-JH-19","4",26,6
"SH-JH-19","4",27,1
"SH-JH-19","5",22,1
"SH-JH-19","5",23,1
"SH-JH-19","5",24,1
"SH-JH-19","5",25,2
"SH-JH-19","5",26,4
"SH-JH-19","5",27,1
"SH-JH-19","6",22,1
"SH-JH-19","6",23,2
"SH-JH-19","6",24,3
"SH-JH-19","6",25,3
"SH-JH-19","6",26,3
"SH-JH-19","6",27,1
"SL-SB-23","1",23,2
"SL-SB-23","1",24,4
"SL-SB-23","1",25,1
"SL-SB-23","2",23,1
"SL-SB-23","2",24,4
"SL-SB-23","2",25,2
"SL-SB-23","3",23,3
"SL-SB-23","3",24,1
"SL-SB-23","3",25,1
"SL-SB-23","4",23,3
"SL-SB-23","4",24,5
"SL-SB-23","4",25,2
"ST-MS-17","1",21,3
"ST-MS-17","1",22,2
"ST-MS-17","1",23,5
"ST-MS-17","1",24,3
"ST-MS-17","1",25,3
"ST-MS-17","1",26,2
"ST-MS-17","1",27,3
"ST-MS-17","1",28,2
"ST-MS-17","1",29,1
"ST-MS-17","1",30,1
"ST-MS-17","10",21,1
"ST-MS-17","10",22,1
"ST-MS-17","10",23,0
"ST-MS-17","10",24,4
"ST-MS-17","10",25,0
"ST-MS-17","10",26,0
"ST-MS-17","10",27,5
"ST-MS-17","10",28,3
"ST-MS-17","10",29,2
"ST-MS-17","10",30,2
"ST-MS-17","2",21,0
"ST-MS-17","2",22,2
"ST-MS-17","2",23,3
"ST-MS-17","2",24,1
"ST-MS-17","2",25,3
"ST-MS-17","2",26,2
"ST-MS-17","2",27,2
"ST-MS-17","2",28,2
"ST-MS-17","2",29,1
"ST-MS-17","2",30,0
"ST-MS-17","3",21,0
"ST-MS-17","3",22,2
"ST-MS-17","3",23,2
"ST-MS-17","3",24,3
"ST-MS-17","3",25,2
"ST-MS-17","3",26,3
"ST-MS-17","3",27,5
"ST-MS-17","3",28,2
"ST-MS-17","3",29,1
"ST-MS-17","3",30,1
"ST-MS-17","4",21,0
"ST-MS-17","4",22,1
"ST-MS-17","4",23,2
"ST-MS-17","4",24,7
"ST-MS-17","4",25,5
"ST-MS-17","4",26,4
"ST-MS-17","4",27,3
"ST-MS-17","4",28,2
"ST-MS-17","4",29,3
"ST-MS-17","4",30,1
"ST-MS-17","5",21,1
"ST-MS-17","5",22,1
"ST-MS-17","5",23,1
"ST-MS-17","5",24,4
"ST-MS-17","5",25,5
"ST-MS-17","5",26,3
"ST-MS-17","5",27,2
"ST-MS-17","5",28,2
"ST-MS-17","5",29,0
"ST-MS-17","5",30,2
"ST-MS-17","6",21,4
"ST-MS-17","6",22,4
"ST-MS-17","6",23,2
"ST-MS-17","6",24,5
"ST-MS-17","6",25,6
"ST-MS-17","6",26,1
"ST-MS-17","6",27,7
"ST-MS-17","6",28,2
"ST-MS-17","6",29,0
"ST-MS-17","6",30,1
"ST-MS-17","7",21,1
"ST-MS-17","7",22,1
"ST-MS-17","7",23,1
"ST-MS-17","7",24,4
"ST-MS-17","7",25,3
"ST-MS-17","7",26,2
"ST-MS-17","7",27,6
"ST-MS-17","7",28,1
"ST-MS-17","7",29,2
"ST-MS-17","7",30,0
"ST-MS-17","8",21,0
"ST-MS-17","8",22,1
"ST-MS-17","8",23,1
"ST-MS-17","8",24,5
"ST-MS-17","8",25,2
"ST-MS-17","8",26,2
"ST-MS-17","8",27,3
"ST-MS-17","8",28,1
"ST-MS-17","8",29,3
"ST-MS-17","8",30,1
"ST-MS-17","9",21,0
"ST-MS-17","9",22,1
"ST-MS-17","9",23,0
"ST-MS-17","9",24,4
"ST-MS-17","9",25,2
"ST-MS-17","9",26,2
"ST-MS-17","9",27,2
"ST-MS-17","9",28,2
"ST-MS-17","9",29,1
"ST-MS-17","9",30,0
"ST-MS-19","10",21,0
"ST-MS-19","10",22,0
"ST-MS-19","10",23,0
"ST-MS-19","10",24,0
"ST-MS-19","10",25,0
"ST-MS-19","10",26,0
"ST-MS-19","3",21,0
"ST-MS-19","3",22,0
"ST-MS-19","3",23,0
"ST-MS-19","3",24,0
"ST-MS-19","3",25,1
"ST-MS-19","3",26,1
"ST-MS-19","4",21,1
"ST-MS-19","4",22,0
"ST-MS-19","4",23,0
"ST-MS-19","4",24,1
"ST-MS-19","4",25,1
"ST-MS-19","4",26,2
"ST-MS-19","5",21,1
"ST-MS-19","5",22,0
"ST-MS-19","5",23,1
"ST-MS-19","5",24,0
"ST-MS-19","5",25,2
"ST-MS-19","5",26,2
"ST-MS-19","6",21,0
"ST-MS-19","6",22,0
"ST-MS-19","6",23,0
"ST-MS-19","6",24,2
"ST-MS-19","6",25,1
"ST-MS-19","6",26,2
"ST-MS-19","7",21,0
"ST-MS-19","7",22,0
"ST-MS-19","7",23,0
"ST-MS-19","7",24,0
"ST-MS-19","7",25,1
"ST-MS-19","7",26,0
"ST-MS-19","8",21,0
"ST-MS-19","8",22,0
"ST-MS-19","8",23,0
"ST-MS-19","8",24,0
"ST-MS-19","8",25,0
"ST-MS-19","8",26,1
"ST-MS-19","9",21,0
"ST-MS-19","9",22,0
"ST-MS-19","9",23,0
"ST-MS-19","9",24,0
"ST-MS-19","9",25,0
"ST-MS-19","9",26,1
"ST-WH-19","1",21,1
"ST-WH-19","1",22,1
"ST-WH-19","1",23,0
"ST-WH-19","1",24,3
"ST-WH-19","1",25,1
"ST-WH-19","1",26,4
"ST-WH-19","2",21,2
"ST-WH-19","2",22,3
"ST-WH-19","2",23,1
"ST-WH-19","2",24,4
"ST-WH-19","2",25,1
"ST-WH-19","2",26,4
"ST-WH-19","3",21,0
"ST-WH-19","3",22,4
"ST-WH-19","3",23,1
"ST-WH-19","3",24,5
"ST-WH-19","3",25,1
"ST-WH-19","3",26,3
"ST-WH-19","4",21,1
"ST-WH-19","4",22,1
"ST-WH-19","4",23,1
"ST-WH-19","4",24,4
"ST-WH-19","4",25,0
"ST-WH-19","4",26,4
"ST-WH-19","5",21,0
"ST-WH-19","5",22,1
"ST-WH-19","5",23,1
"ST-WH-19","5",24,5
"ST-WH-19","5",25,1
"ST-WH-19","5",26,6
"ST-WH-19","6",21,0
"ST-WH-19","6",22,1
"ST-WH-19","6",23,1
"ST-WH-19","6",24,1
"ST-WH-19","6",25,0
"ST-WH-19","6",26,2
"ST-WH-21","1",22,3
"ST-WH-21","1",23,0
"ST-WH-21","1",24,3
"ST-WH-21","1",25,6
"ST-WH-21","1",26,5
"ST-WH-21","2",22,0
"ST-WH-21","2",23,0
"ST-WH-21","2",24,1
"ST-WH-21","2",25,3
"ST-WH-21","2",26,0
"ST-WH-21","3",22,2
"ST-WH-21","3",23,0
"ST-WH-21","3",24,0
"ST-WH-21","3",25,3
"ST-WH-21","3",26,2
"ST-WH-21","4",22,2
"ST-WH-21","4",23,2
"ST-WH-21","4",24,0
"ST-WH-21","4",25,2
"ST-WH-21","4",26,1
"ST-WH-21","5",22,1
"ST-WH-21","5",23,1
"ST-WH-21","5",24,0
"ST-WH-21","5",25,2
"ST-WH-21","5",26,3
"ST-WH-21","6",22,4
"ST-WH-21","6",23,1
"ST-WH-21","6",24,4
"ST-WH-21","6",25,4
"ST-WH-21","6",26,3
"ST-WH-23","1",21,0
"ST-WH-23","1",22,1
"ST-WH-23","1",23,0
"ST-WH-23","1",24,2
"ST-WH-23","1",25,1
"ST-WH-23","1",26,3
"ST-WH-23","1",27,2
"ST-WH-23","2",21,1
"ST-WH-23","2",22,0
"ST-WH-23","2",23,0
"ST-WH-23","2",24,1
"ST-WH-23","2",25,4
"ST-WH-23","2",26,3
"ST-WH-23","2",27,3
"ST-WH-23","3",21,0
"ST-WH-23","3",22,2
"ST-WH-23","3",23,1
"ST-WH-23","3",24,0
"ST-WH-23","3",25,0
"ST-WH-23","3",26,1
"ST-WH-23","3",27,3
"ST-WH-23","4",21,0
"ST-WH-23","4",22,0
"ST-WH-23","4",23,1
"ST-WH-23","4",24,0
"ST-WH-23","4",25,1
"ST-WH-23","4",26,2
"ST-WH-23","4",27,1
"ST-WH-23","5",21,0
"ST-WH-23","5",22,0
"ST-WH-23","5",23,2
"ST-WH-23","5",24,0
"ST-WH-23","5",25,3
"ST-WH-23","5",26,5
"ST-WH-23","5",27,0
"ST-WH-23","6",21,0
"ST-WH-23","6",22,1
"ST-WH-23","6",23,1
"ST-WH-23","6",24,0
"ST-WH-23","6",25,1
"ST-WH-23","6",26,1
"ST-WH-23","6",27,0
